ID;Стоимость
10422379;3068750
192714934;2538126
100335930;4055572
113635973;3844735
125525832;15383319
121195995;7000869
143645988;7937274
156495381;3637599
156565385;6360846
159885518;14044831
170515351;7969167
173835484;5438251
172215580;4059957
184325294;7375596
114596132;12285711
146656449;3094744
140366644;4181570
167296244;10924586
198296575;2753068
103957863;6554116
148627161;11470673
173977335;13571034
171047649;13114930
171107643;5057989
175977682;8075491
175907683;8101329
175917683;8407191
175987683;8420003
175967684;7352162
175917685;8057251
175907686;7392819
175917686;8057647
175977686;8427847
175967688;8095429
175977688;7384591
173567738;7811942
173597738;7811942
173697733;8148990
173697735;8187229
173757735;6893420
173707738;8195225
173767738;8195225
173827731;6846088
108268396;4032865
117508556;3321890
126798133;8096520
142748867;7022960
147258863;8474524
147838956;6910047
164388222;8148990
164348224;6779896
164398224;8187229
164398225;8155087
164378226;8191533
164388226;8199951
164378227;4964776
164308228;8116640
164318228;8116640
164358228;7408141
164378228;4939888
164328229;8111914
164388229;8111914
161098391;9459161
178968225;9657297
185808007;8378177
185858008;8532850
185038014;8378177
185288017;10229836
180968626;2504827
195548101;13476710
195538102;5055906
195578102;13571034
195588103;6927957
195598104;13666115
195528109;4942868
195568109;4942868
195598109;4947556
191808437;11485418
191948436;8602150
191418784;8896624
192898919;6991286
102899306;8295300
104489954;4964776
109119938;5096402
115539029;6982072
116489087;7165902
116869080;7043881
117989000;15459854
111499261;8090245
111459264;8067969
111529495;3915166
112809405;3956765
112959410;2968955
110479729;3004968
118049741;7906002
123749142;2429591
124469116;8077021
124489116;7352162
129389447;4522765
122409680;4804945
122439680;8428389
122429681;8486763
122479681;10181031
122489681;10179502
120999931;6818553
120999932;6829702
120939933;6841865
120989933;6858500
120919935;6903361
120999935;6709240
120939936;7926950
120949936;6707557
120919938;8095890
120929938;6742544
120949939;6764711
120989939;6785828
120009940;4111106
120039940;6801587
120099940;6818553
120099941;6829702
120039942;6841865
120089942;6858500
120039943;6881233
120019944;6903361
120059944;8508422
120169940;7040287
120129941;7088566
120179942;7045433
120189942;7065220
120129943;7054187
120139943;7073975
120179943;7099152
120189943;7115850
120149944;4839200
120159944;7127894
120199944;4851540
120149945;4951166
120159945;4848027
130459021;2816733
136259016;8178842
136469180;9921606
136419182;8306369
133379231;9037219
135739561;6249247
131749648;5085223
139019862;11734292
134429977;9774378
148049015;5452387
143549365;7961309
143599365;5380572
143549366;5069566
143569366;5059749
143599366;5392250
147779464;13565852
147469709;3021914
148939716;6910748
148949716;7712157
148959716;6968480
148979716;9165879
148099721;6697305
148099727;10793413
148039728;10986205
140479964;6707557
140479965;6742544
140479967;6764711
140419968;8542154
140459968;6785828
140409969;4818494
140439969;6950535
140509960;4907768
140519960;4805013
140539960;7097638
140519961;4976540
152549070;8263741
150959292;12668184
152519201;4600867
157409258;2825456
159999270;9986519
152179607;10236893
157939619;6399156
153509779;12585275
158099753;4779589
154369839;3383141
155429978;3234197
162849313;8469091
166559433;6005821
166479490;2873835
160459552;4865808
165759647;4268971
169169826;5202388
169209878;7217242
170829073;7009329
174189137;19372565
170819288;4158224
177869294;5092682
176629331;10589797
176639331;10589797
176689332;6600979
176639333;11799336
176669333;12514262
176619338;6600512
176769330;11137209
176719331;8234032
176729331;11820629
176759331;10570498
176779331;10562531
176709332;6623263
176789334;10674439
176729335;6613965
176749335;10630225
176769336;11892805
176729338;8654089
176759338;7690247
176799338;5037374
176719339;5036291
176819330;6629326
176859331;11174851
176849332;11874571
176899332;10638204
176819334;6690260
176809335;5362410
176879336;5050652
176839337;5040334
176879337;5040334
176819338;10809174
176939330;11979621
176999330;6709338
176909331;5306421
176939333;7707052
176979333;5066043
176989334;6667042
176969336;11324326
176939339;10771049
176969339;10749766
176019341;5290451
176029342;5066136
176069344;6700288
176029346;10704855
176069346;10684796
176029347;5286767
176019348;7736548
176089348;7655666
176019349;5089668
176069349;10783833
176119342;11960510
176199342;6729961
176129343;5331744
176129345;7728660
176189345;8109670
176179347;5120980
176199347;5114274
176129348;5114274
176159348;5125352
176139349;6695690
176229340;11499737
176209341;12009165
176239342;5361796
176269342;10789756
176259343;5142711
176289343;5140098
176299343;5140098
176249344;10837302
176289347;6730763
176319340;8162116
176369340;8412261
176399341;6770854
176359342;7364486
176399342;5141120
176319343;5134456
176339343;10743347
176309344;6748106
176329345;11299158
176369345;7741862
176389345;5138079
176309347;10854921
176309348;10850470
174049520;8057251
176929564;5855022
176039570;5832395
176059570;6967916
176089572;6402020
176099572;2348866
176069573;4906945
176029575;2322982
176309570;12160042
176349570;12211743
176359570;5998101
176369570;6314795
176399570;6240527
176369571;6423246
176379571;5810641
176359572;11932424
176309573;11203422
176329573;6172749
176329577;4686732
176359577;5885299
176309583;6258176
176429587;7490529
176409589;7159499
176459589;7188611
176509581;4156361
176589582;6017803
176539585;6043121
176599588;4874865
176639581;7159499
176669582;7454066
176669587;7116045
176679587;8204836
176699588;5470224
176799580;5461619
176719583;5479267
176779583;5479438
176749585;5470224
176799585;5380164
176769586;7003023
176799586;5380164
176739587;7849059
176769589;5780741
176899584;6689285
176859585;5469508
176599593;15695660
176559594;3713436
176559595;3400793
176599596;4913141
176589597;8140223
176689594;5567655
176689595;15490286
176649599;15393118
176669599;14565139
176759590;6316674
176799590;15695660
176749596;14723389
176549587;4866096
177469506;6162901
177409507;5968844
177459507;6274864
177489507;5909585
177489508;12054284
177489509;11301698
177559500;7598825
177859508;11773003
177789511;4672196
177749514;4760611
177739516;4809620
177769516;4786052
177919516;4934391
177909518;6353777
177969518;4821114
177339524;15232166
177359526;4095638
177429523;15232166
177529524;4369340
177589524;16158802
177559529;19564655
177619520;6885723
177629525;6132332
177639529;6335016
177359531;6134332
177389531;12601673
177389532;6125059
177319534;7819887
177329534;12837281
177399534;6217426
177309535;10773112
177339535;5981682
177309536;5715164
177319536;7842035
177929535;5576422
177079541;6822502
177349559;5674516
177419551;6215036
177459551;14085497
177479551;15276141
177489551;15119152
177439553;5951843
177499553;6047727
177439555;5953043
177449555;18972177
177479555;5953043
177479557;17867195
177509551;17828354
177589551;6415192
177599553;15823121
177789554;7750357
177749555;8009974
177809551;8086956
177819551;8373793
177819552;8114160
177879554;13060627
177819555;8815134
177829555;9630154
177959556;6872946
177949557;4559770
177959557;7927838
177979558;5332194
177989558;6490526
177919559;11689484
177929559;7810863
177369560;9267509
177389563;9167828
177949567;5791960
177409578;3177947
177549571;18529635
177589575;4305468
177599575;4282719
177509576;2281059
177519576;3637103
177599576;2351203
177629575;7175914
177639575;3995682
177609576;5920959
177689576;7210559
177609577;6069797
177649579;6146064
177749570;5228833
177789570;5829969
177799572;8365546
177709574;4685505
177719574;8253635
177779574;5966630
177769575;6914297
177799575;8376068
177789577;5861209
177729579;7849059
177819573;8293792
177829573;6689285
177859573;7849059
177879573;5292169
177849574;7033152
177869574;5483029
177879574;5435813
177829575;5780741
177809577;5470356
177829577;5955818
177929570;5834187
177919573;6979721
177939573;7909005
177349589;6353797
177809583;10137349
177869587;9960081
177799597;5138342
177719598;4416251
177829590;7239347
177829595;6679232
177879595;6578729
177839597;4774241
177889598;2565647
177919590;3249416
177949591;6274155
178209505;6910632
178239505;15142649
178249506;6959679
178279506;6822502
178379503;15896103
178309505;7190654
178369506;10036456
178329507;5138342
178329508;7247814
178359508;7787838
178379508;5119164
178899503;14998036
178859504;17215300
178879505;6722516
178819508;5647292
178829509;6645463
178969500;6984200
178909502;14418423
178969502;15169688
178949503;6451163
178909506;6265423
